1995-08-31,58605,608,22605,22164.154,104.071806,91.213753,97.8707,99.630978,94.452968,107.689382,106.172457,104.663623,106.516284,5.0463,7.33,2.76E+12,1.58E+12,2.76E+12,75.4,47.26,91.23,160.74,65.86,71.76,81.84,99.5,62.7,67.97,109,64.14,68.19,79.8,93.83,94.04,1312000,1803000,110000,94.657,-3.3,-9,-1,57.8,-2.6,-5.4,-33.2,103.2,2.54E+11,5.53E+11,8.19E+11,74.61,133231,153403,153403,17593000000,16450000000,1143000000,110.92,106.68,108.62333,0.757735,6.09826087,6.02,1.31,9.566666667
1995-09-30,58499,618,28412,27857.906,103.329232,90.915669,97.487112,99.370353,94.222719,107.278302,105.849864,104.619049,106.276907,4.9102,7.35,2.80E+12,1.60E+12,2.80E+12,75.67,47.36,93.3,160.72,66.21,71.74,82.17,99.54,62.92,68.18,109.42,64.32,68.36,79.8,93.98,94.63,1588000,1906000,110000,93.237,-8.7,-10.1,8.3,50.5,12.6,-21.9,-40.8,98.2,2.60E+11,5.58E+11,8.22E+11,80.16,116585,147396,147396,17781000000,17193000000,588000000,110.52,106.47,107.89844,0.768822,5.995714286,6.014761905,1.335238095,9.5
1995-10-31,58803,595,27397,26862.7,103.760357,91.244041,97.166295,98.825434,94.475904,107.618971,105.616099,104.160128,106.580712,4.8929,7.48,2.79E+12,1.62E+12,2.79E+12,75.75,47.41,93.45,160.7,66.29,71.79,82.45,99.71,63.01,68.29,109.83,64.37,68.22,79.7,92.17,93.52,1564000,1888000,110000,93.409,-11.6,-13.6,23.4,39.7,15,-26.8,-46.1,95.1,2.55E+11,5.53E+11,8.13E+11,78.56,162360,146950,146950,17587000000,17268000000,319000000,110.75,106.59,108.23055,0.753257,6.911363636,6.912727273,0.567272727,9.533333333
1995-11-30,59070,596,24840,24355.567,105.048692,92.478216,98.262832,99.810626,95.767489,108.946712,106.739681,105.117438,107.978406,4.9795,7.03,2.84E+12,1.65E+12,2.84E+12,75.81,47.43,93.27,160.66,66.31,72.1,82.31,99.76,63.1,68.32,109.73,64.39,68.27,79.7,92.13,92.6,1392000,1976000,114000,91.165,-11.8,-12.2,30.9,41.3,9.8,-27.2,-47.9,92,2.56E+11,5.51E+11,8.13E+11,80.21,172849,155443,155443,18075000000,17080000000,995000000,112.01,107.82,109.47171,0.745034,5.887727273,5.896818182,1.133181818,9.566666667
1995-12-31,58946,646,28054,27506.887,104.095706,92.02677,98.027156,99.526936,95.332461,108.180865,106.288683,104.74655,107.324148,4.8904,6.75,2.86E+12,1.66E+12,2.86E+12,75.88,47.42,93.15,160.63,66.31,72.25,82.36,99.78,63.27,68.39,109.95,64.45,68.23,79.6,94.09,94.91,1093000,2050000,110000,90,-13.9,-13.2,46.7,39.3,8.2,-30.2,-51.7,88.4,2.93E+11,5.90E+11,8.41E+11,78.87,142140,148169,148169,17956000000,17223000000,733000000,111.25,107.14,108.38007,0.757018,5.410952381,5.497619048,1.252380952,9.6
1996-01-31,58520,564,25244,24751.688,103.992052,92.143747,98.063909,99.613582,95.483727,107.97133,106.168433,104.623994,107.216327,5.1077,6.44,2.87E+12,1.67E+12,2.87E+12,75.97,48.17,89.4,160.38,66.36,72.53,82.58,99.86,63.51,68.62,110.51,64.71,68.61,79.6,93.25,93.9,1357000,1991000,109000,94.749,-11.5,-13.2,42.4,44.4,13.1,-25.8,-48.9,88.7,2.72E+11,5.73E+11,8.31E+11,82.53,184541,190898,190898,18477000000,17555000000,922000000,110.88,106.95,107.78494,0.763101,4.555217391,4.624782609,1.815217391,9.7
1996-02-29,58659,605,27501,26964.672,103.287727,91.680327,97.568552,99.096015,95.008555,107.319726,105.539539,103.996908,106.644587,5.0383,6.59,2.90E+12,1.67E+12,2.90E+12,76.26,48.36,90.75,159.65,66.36,72.71,82.83,100.1,63.73,68.73,110.98,64.81,68.96,79.7,93.53,93.19,1302000,2181000,107000,94.533,-12,-13.6,46.5,40.5,12.6,-26.6,-51.6,88.8,2.63E+11,5.60E+11,8.25E+11,80.55,177378,179844,179844,18174000000,17386000000,788000000,110.24,106.33,107.13909,0.768441,4.251428571,4.367619048,2.222380952,9.8
1996-03-31,58226,585,29233,28662.894,103.302688,91.698038,97.642842,99.225276,95.015903,107.51021,105.866729,104.433199,106.857148,5.035,6.64,2.91E+12,1.67E+12,2.91E+12,76.75,48.43,93.89,160.94,66.36,73.43,83.28,100.2,63.9,68.97,110.63,64.9,69.44,79.6,94.18,94.19,1547000,1978000,107000,95.577,-12.7,-16.7,49.6,41.3,12.4,-27.1,-49.8,89.6,2.68E+11,5.60E+11,8.28E+11,80.06,191942,174369,174369,18689000000,17534000000,1155000000,110.56,106.66,106.80782,0.771261,4.112380952,4.20952381,2.43047619,9.9
1996-04-30,58723,641,24026,23557.442,102.982032,91.836825,97.969889,99.706208,95.213193,107.302275,106.025971,104.840407,106.768664,5.1771,6.5,2.92E+12,1.67E+12,2.92E+12,76.84,48.47,94,161.65,66.41,73.36,83.41,100.38,64.02,69.08,110.49,64.96,69.69,79.4,93.26,93.67,1499000,1917000,107000,99.115,-14.8,-16.9,47.3,44.7,13.9,-33.4,-54.2,89.5,2.68E+11,5.59E+11,8.26E+11,79.34,183244,166452,166452,18227000000,17568000000,659000000,110.28,106.52,106.25894,0.778911,3.91,3.939090909,2.560909091,10
1996-05-31,58820,618,23688,23226.034,102.127339,91.162334,97.504212,99.352262,94.533303,106.471978,105.538112,104.579354,106.003878,5.1765,6.46,2.90E+12,1.66E+12,2.90E+12,77,48.48,93.88,161.6,66.4,73.88,83.34,100.43,63.98,69.05,110.96,65.04,69.88,79.3,95.11,95.2,1510000,1808000,107000,96.676,-14.9,-17,41,46.1,12.3,-33.5,-54.9,85.7,2.64E+11,5.55E+11,8.25E+11,79.68,156597,171265,171265,18297000000,17255000000,1042000000,109.6,105.92,105.25719,0.791132,3.823478261,3.823478261,2.636521739,10.1
1996-06-30,58778,661,29839,29257.076,102.101239,91.278255,97.184784,99.206633,94.605273,106.34925,104.97221,104.264666,105.868371,5.1481,6.55,2.91E+12,1.66E+12,2.91E+12,76.91,48.54,93.46,161.59,66.4,73.44,83.45,100.55,63.95,69.06,110.77,65.15,69.89,79.2,94.35,94.73,1471000,1819000,107000,97.546,-14.4,-17.6,37.1,49.5,12.2,-32.1,-54.9,86.2,2.78E+11,5.65E+11,8.28E+11,81.17,134489,199162,199162,18544000000,17667000000,877000000,109.39,105.68,105.59452,0.789194,3.8215,3.8965,2.6535,10.2
1996-07-31,59392,609,27777,27235.289,102.702233,92.057394,97.644207,99.474069,95.320385,106.964514,105.229208,104.278899,106.398111,4.9977,6.44,2.91E+12,1.64E+12,2.91E+12,76.77,48.57,90.49,157.7,66.41,73.31,83.47,100.58,64,69.09,110.79,65.59,70.03,79.2,92.69,92.82,1597000,1977000,107000,92.905,-13.5,-15.6,55.9,47.2,5.4,-32.1,-56.6,85.6,2.73E+11,5.64E+11,8.24E+11,80.03,234474,164881,164881,18452000000,17625000000,827000000,109.94,106.08,106.54469,0.776489,3.707391304,3.756521739,2.683478261,10.2
1996-08-31,59392,587,21727,21303.277,102.085998,91.96209,97.365093,98.857718,95.123846,106.437361,104.593362,103.424794,105.790215,5.0561,6.34,2.95E+12,1.67E+12,2.95E+12,76.62,48.59,91.98,156.13,66.41,72.29,83.49,100.6,64.1,69.15,110.5,65.72,69.77,79.2,94.75,95.5,1203000,1838000,103000,97.094,-13.8,-16,54.2,48.4,1.7,-32.5,-56.7,86.8,2.69E+11,5.62E+11,8.24E+11,84.22,171317,194879,194879,18618000000,17007000000,1611000000,109.29,105.39,106.20209,0.771632,3.725,3.909545455,2.430454545,10.2
1996-09-30,59406,583,29771,29190.402,101.543165,91.532392,96.930713,98.699867,94.709208,105.883005,104.094562,103.377845,105.268053,5.1613,6.23,3.00E+12,1.70E+12,3.00E+12,76.85,48.58,94.1,156.11,66.99,72.48,83.48,100.61,64.51,69.16,110.6,65.44,69.98,79.1,94.84,95.14,1473000,1928000,102000,97.752,-14,-15.6,52.6,49.8,-5.4,-33.2,-57,88.2,2.72E+11,5.63E+11,8.26E+11,84.39,216484,247003,247003,18646000000,17839000000,807000000,108.76,105.02,105.11704,0.781802,3.55952381,3.654761905,2.575238095,10.2
1996-10-31,59853,597,28386,27832.413,101.41719,91.55749,96.855967,99.122067,94.76867,105.950129,104.147926,104.004276,105.370838,5.1082,5.97,2.97E+12,1.70E+12,2.97E+12,77.05,48.57,94.2,156.12,66.96,72.61,83.51,100.71,64.81,69.17,110.59,65.42,70.59,79,93.86,94.21,1625000,1988000,102000,99.114,-13.9,-16,54.8,52.6,-2,-32.7,-57.1,89.9,2.66E+11,5.58E+11,8.14E+11,78.28,202150,180671,180671,18970000000,17780000000,1190000000,108.82,105.15,104.57219,0.787734,3.410869565,3.402173913,2.567826087,10.2
1996-11-30,59361,611,25364,24869.348,101.336179,91.580211,96.345358,99.046472,94.728468,105.74841,103.432711,103.813288,105.12702,5.2226,5.83,2.99E+12,1.69E+12,2.99E+12,76.98,48.56,94.06,156.08,66.96,72.96,83.24,100.63,64.87,69.18,110.49,65.42,70.03,78.9,95.03,95.43,1608000,1878000,102000,96.537,-13.5,-15.5,56.9,52.2,-1,-32,-54.9,90.8,2.71E+11,5.62E+11,8.13E+11,79.95,135090,134947,134947,18010000000,17766000000,244000000,108.64,104.9,104.52576,0.77997,3.34952381,3.368095238,2.461904762,10.2
1996-12-31,59760,608,31124,30517.016,100.431085,90.926959,95.935327,98.864297,94.12075,104.877709,102.862432,103.58333,104.365246,5.1987,5.74,2.95E+12,1.67E+12,2.95E+12,77.14,49.25,93.89,156.07,66.97,73.25,83.26,100.7,65.02,69.23,110.57,65.46,70.18,78.8,95.19,95.34,1440000,2021000,102000,100.32,-11.7,-14.9,44,50.3,-1.5,-26.8,-51.1,92.6,2.94E+11,5.89E+11,8.18E+11,78.29,144385,143741,143741,20240000000,18688000000,1552000000,107.79,104.18,103.59519,0.799173,3.300909091,3.339090909,2.400909091,10.2
1997-01-31,60111,580,24698,24216.336,99.27083,90.121187,95.447655,98.658718,93.413459,103.744391,102.176533,103.236459,103.385266,5.5277,5.68,3.00E+12,1.70E+12,3.00E+12,77.31,50.66,89.29,156.03,67.02,74.45,83.11,100.71,65.25,69.38,110.73,65.71,70.38,78.9,94.33,94.4,1481000,2175000,97900,101.075,-11.5,-13.8,47.9,49.1,5.5,-26.8,-50.3,94.8,2.74E+11,5.74E+11,8.17E+11,77.86,122320,127109,127109,19858000000,18535000000,1323000000,106.56,103.2,102.33919,0.825083,3.265217391,3.247391304,2.432608696,10.23333333
1997-02-28,60041,664,22438,22000.411,97.921956,89.468016,95.605244,98.908191,92.928604,102.76972,102.056424,103.524122,102.644502,5.6973,5.46,2.99E+12,1.67E+12,2.99E+12,77.47,50.78,92.49,156.01,67.02,73.75,83.46,100.65,65.23,69.71,111.15,65.85,70.51,78.9,95.09,96.09,1521000,2148000,97900,103.451,-11.2,-14.1,40,50.2,2.6,-26.3,-47.8,95.8,2.66E+11,5.66E+11,8.13E+11,79.14,133112,145640,145640,20120000000,18615000000,1505000000,105.56,102.56,101.32398,0.862063,3.2455,3.2325,2.2275,10.26666667
1997-03-31,60041,564,26181,25670.415,97.469478,89.557809,95.990184,99.330132,92.988851,102.689535,102.312209,103.975482,102.518554,5.6285,5.65,2.99E+12,1.69E+12,2.99E+12,77.53,50.8,94.24,158.67,67.02,73.36,83.98,100.68,65.13,69.81,110.75,65.93,70.54,78.8,95.41,97.14,1693000,1808000,97900,103.699,-12.4,-14.9,51.3,50.7,1.1,-28.3,-50.4,96,2.75E+11,5.76E+11,8.28E+11,79.51,151404,142521,142521,20901000000,18695000000,2206000000,105.45,102.59,101.06822,0.872549,3.222380952,3.223333333,2.426666667,10.3
1997-04-30,60183,554,23117,22666.169,96.997966,89.22922,95.491366,99.174555,92.685477,101.993855,101.649407,103.820609,101.873392,5.8364,5.8,3.00E+12,1.69E+12,3.00E+12,77.56,50.83,94.3,157.98,67.03,73.57,84.05,100.8,64.93,69.9,110.54,66.09,70.51,78.9,98.76,100.03,1722000,1921000,97900,109.658,-12.8,-15,47.1,47,-0.3,-30.7,-48.3,95.4,2.74E+11,5.77E+11,8.28E+11,80.49,164036,143542,143542,21131000000,19116000000,2015000000,104.91,102.15,100.57078,0.878488,3.266363636,3.301363636,2.498636364,10.33333333
1997-05-31,60269,594,22736,22292.6,96.77941,89.085314,95.530102,99.148944,92.453946,101.656259,101.493672,103.61143,101.456132,5.7615,5.69,3.04E+12,1.70E+12,3.04E+12,77.67,50.83,94.14,157.93,67.03,74.21,84.07,100.87,64.82,69.92,111.21,66.17,70.3,79,96.92,97.84,1791000,1719000,97900,104.023,-12.2,-15.5,36.8,48.2,-0.8,-29.2,-50.5,97.4,2.73E+11,5.76E+11,8.34E+11,79.73,120475,135733,135733,21209000000,19180000000,2029000000,104.68,101.85,100.19336,0.875522,3.289090909,3.395909091,2.294090909,10.36666667
1997-06-30,60508,587,31872,31250.428,95.744232,88.301544,95.034512,98.90082,91.635498,100.591508,100.852699,103.330206,100.417627,5.8709,5.65,3.09E+12,1.73E+12,3.09E+12,77.65,50.86,93.87,157.89,67.03,74.21,84.07,101.04,64.77,69.91,111.07,66.32,70.24,78.9,97.64,98.6,1742000,1885000,95900,105.846,-7.2,-13,17.3,47.7,-3.9,-14.3,-45.1,101.7,2.86E+11,5.89E+11,8.47E+11,79.7,93171,137908,137908,21543000000,19292000000,2251000000,103.65,100.88,99.48619,0.888732,3.290952381,3.351428571,2.298571429,10.4
1997-07-31,60346,563,27314,26781.319,94.086221,86.892117,93.958501,98.644182,90.27403,98.719244,99.496458,102.728922,98.674463,6.1925,5.47,3.13E+12,1.71E+12,3.13E+12,77.55,50.86,90.23,157.86,67.04,74.44,83.72,101.11,64.81,69.89,110.88,66.79,70.39,79,97.82,98.72,1751000,2085000,97900,106.233,-6.2,-11.5,31.2,49.4,-8.6,-11.9,-41.5,102.3,2.90E+11,5.97E+11,8.48E+11,80.5,211560,144127,144127,21743000000,19526000000,2217000000,101.89,99.13,98.04422,0.921411,3.284347826,3.324347826,2.145652174,10.36666667
1997-08-31,60168,543,23811,23346.635,93.623076,86.721512,94.379463,98.903685,90.220672,98.555074,100.029641,103.211753,98.648687,6.0655,5.58,3.12E+12,1.70E+12,3.12E+12,77.75,50.87,92.61,157.84,67.06,74.27,83.95,101.11,65.01,69.99,110.58,66.9,70.7,79.1,101.6,102.9,1423000,1802000,95900,110.753,-5.7,-11.2,31.2,49.3,-8.2,-10.8,-40.9,103.7,2.88E+11,5.98E+11,8.42E+11,80.88,121525,139909,139909,21498000000,19645000000,1853000000,101.78,99.09,97.56733,0.945944,3.296190476,3.366666667,2.213333333,10.33333333
1997-09-30,60105,555,27673,27133.318,95.273662,88.110589,95.115679,99.166875,91.575581,99.997614,100.760614,103.574461,99.978067,5.9322,5.52,3.15E+12,1.72E+12,3.15E+12,77.89,50.88,94.51,157.79,67.46,74.54,83.98,101.12,65.05,70.01,110.46,66.62,70.73,79.1,99.23,100.52,1634000,2007000,97900,111.023,-5.1,-9,19.7,47.7,-11.6,-10.5,-35.2,105.3,2.91E+11,5.98E+11,8.40E+11,80.75,130230,149648,149648,22099000000,20347000000,1752000000,103.26,100.32,98.96777,0.91696,3.284545455,3.309545455,2.210454545,10.3
1997-10-31,59638,542,29096,28528.566,96.195201,88.891841,95.422928,99.51631,92.295446,100.603343,100.915318,103.791734,100.466968,5.756,5.59,3.17E+12,1.74E+12,3.17E+12,77.85,50.89,94.55,149.43,67.52,74.73,84.06,101.18,65.27,70.03,110.1,66.57,70.64,79.1,101.72,103.24,1761000,2152000,97900,118.074,-4.9,-9.4,27.1,38,-12.7,-9.4,-34.2,105.3,2.90E+11,6.00E+11,8.41E+11,83.15,165083,148614,148614,23168000000,20494000000,2674000000,104.16,101,99.88675,0.898345,3.444782609,3.509130435,2.080869565,10.26666667
1997-11-30,59204,536,26720,26198.903,97.244992,89.586571,95.273937,99.588158,92.803681,101.437964,100.811729,103.930428,101.077017,5.9035,5.57,3.22E+12,1.75E+12,3.22E+12,77.98,50.9,94.42,149.39,67.52,75.26,83.76,101.16,65.55,70.06,110.66,66.53,70.56,79.1,99.37,100.92,1678000,1739000,97900,113.881,-4.4,-9.3,32.2,41.8,-11.5,-9.2,-33.4,106.6,2.94E+11,6.04E+11,8.45E+11,81.33,144470,144068,144068,21437000000,19789000000,1648000000,105.04,101.76,100.6728,0.884354,3.465,3.5725,1.9975,10.23333333
1997-12-31,58986,534,35196,34509.603,97.301863,89.94725,95.271006,99.741003,92.61272,101.652726,100.686147,103.987022,100.745845,6.0159,5.32,3.19E+12,1.75E+12,3.19E+12,78.02,50.9,94.56,149.37,67.52,75.13,84.01,101.17,65.59,70.17,110.6,66.61,70.65,78.9,101.36,103.11,1570000,2114000,97900,117.473,-4.6,-9.6,26.4,39.6,-8,-9.9,-32.4,109.9,3.17E+11,6.30E+11,8.61E+11,82.21,155644,150756,150756,22834000000,20728000000,2106000000,105.16,101.81,100.78745,0.907098,3.466086957,3.55,1.77,10.2
1998-01-31,58571,515,25454,24957.593,97.145503,89.83098,95.261287,99.914178,92.252885,100.961749,100.330798,103.80179,99.860817,6.122,5.11,3.27E+12,1.77E+12,3.27E+12,77.78,51.64,88.52,149.33,67.6,75.1,83.62,101.19,65.56,70.41,110.65,66.85,70.55,78.9,101.37,103.22,1712000,2065000,90400,114.544,-7.1,-10,28.8,38.9,-13.1,-17.1,-36.5,108.4,3.05E+11,6.30E+11,8.74E+11,83.68,138239,148783,148783,22996000000,21176000000,1820000000,104.84,101.35,100.71939,0.927438,3.47,3.510909091,1.599090909,10.13333333
1998-02-28,58121,539,27680,27140.181,96.595847,89.610424,95.199073,99.880151,92.07907,100.801847,100.40617,103.963671,99.799383,6.0893,5.03,3.28E+12,1.76E+12,3.28E+12,78.07,51.77,91.68,149.31,67.61,75.12,83.83,101.22,65.6,70.58,111.12,66.9,70.89,78.9,102.06,103.77,1654000,2175000,90400,113.922,-6.5,-10.4,18.7,39.8,-13,-13.7,-34.7,109.1,3.01E+11,6.29E+11,8.72E+11,82.06,139235,149897,149897,22979000000,21176000000,1803000000,104.48,101.21,100.23138,0.92733,3.469,3.4995,1.5305,10.06666667
1998-03-31,57816,508,27672,27132.337,96.016964,89.196512,94.788105,99.941992,91.896449,100.244157,99.948446,104.061602,99.510201,6.1957,4.95,3.27E+12,1.75E+12,3.27E+12,78.2,51.84,94.33,149.26,67.62,75.22,84.15,101.22,65.63,70.71,110.61,67.13,70.66,78.8,100.84,102.15,1834000,2012000,90400,114.34,-4.9,-9.5,18.9,34.8,-15.2,-9.6,-30.9,111.2,3.04E+11,6.34E+11,8.82E+11,79.84,182766,157331,157331,23044000000,21352000000,1692000000,104.03,100.88,99.85154,0.933314,3.475454545,3.500454545,1.449545455,10
