2007-12-31,6.3724E+11,5.39911E+11,5.31658E+11,1.641E+11,2800,91.4,1.641E+11
2008-03-31,6.45957E+11,5.39447E+11,5.30541E+11,1.66566E+11,2824,81.3,1.66566E+11
2008-06-30,6.44752E+11,5.43528E+11,5.34632E+11,1.67326E+11,2842,87.1,1.67326E+11
2008-09-30,6.39199E+11,5.3595E+11,5.27586E+11,1.68094E+11,2849,81.8,1.68094E+11
2008-12-31,6.29065E+11,5.24137E+11,5.15644E+11,1.6844E+11,2864,93.8,1.6844E+11
2009-03-31,6.12553E+11,5.12267E+11,5.03507E+11,1.66548E+11,2844,81.8,1.66548E+11
2009-06-30,6.10931E+11,5.10032E+11,5.03254E+11,1.67181E+11,2843,86.5,1.67181E+11
2009-09-30,6.14546E+11,5.17445E+11,5.09909E+11,1.68941E+11,2857,82.2,1.68941E+11
2009-12-31,6.2289E+11,5.2509E+11,5.1573E+11,1.7004E+11,2865,94,1.7004E+11
2010-03-31,6.31649E+11,5.30092E+11,5.20977E+11,1.7305E+11,2897,83.2,1.7305E+11
2010-06-30,6.40787E+11,5.40548E+11,5.30643E+11,1.74913E+11,2912,89.2,1.74913E+11
2010-09-30,6.48623E+11,5.46199E+11,5.36212E+11,1.76259E+11,2934,84.2,1.76259E+11
2010-12-31,6.56236E+11,5.57048E+11,5.48442E+11,1.78022E+11,2956,96.7,1.78022E+11
2011-03-31,6.68125E+11,5.67973E+11,5.59086E+11,1.7975E+11,2982,86.4,1.7975E+11
2011-06-30,6.72622E+11,5.71798E+11,5.63617E+11,1.81327E+11,3003,92.8,1.81327E+11
2011-09-30,6.77366E+11,5.77678E+11,5.69228E+11,1.8308E+11,3017,86.7,1.8308E+11
2011-12-31,6.81768E+11,5.79052E+11,5.70842E+11,1.84857E+11,3034,99,1.84857E+11
2012-03-31,6.85549E+11,5.83864E+11,5.74991E+11,1.86592E+11,3055,88.2,1.86592E+11
2012-06-30,6.87495E+11,5.79532E+11,5.7092E+11,1.88626E+11,3079,95.1,1.88626E+11
2012-09-30,6.9153E+11,5.82117E+11,5.73565E+11,1.89805E+11,3095,89.3,1.89805E+11
2012-12-31,6.94621E+11,5.84465E+11,5.74588E+11,1.91529E+11,3109,101.7,1.91529E+11
2013-03-31,6.96303E+11,5.83254E+11,5.72487E+11,1.9225E+11,3112,89.5,1.9225E+11
2013-06-30,7.04883E+11,5.97261E+11,5.86646E+11,1.93541E+11,3131,96.4,1.93541E+11
2013-09-30,7.11657E+11,5.99483E+11,5.88652E+11,1.95456E+11,3152,90.5,1.95456E+11
2013-12-31,7.17483E+11,6.04061E+11,5.93155E+11,1.96743E+11,3170,103,1.96743E+11
2014-03-31,7.27402E+11,6.12275E+11,6.0284E+11,1.99471E+11,3201,91.9,1.99471E+11
2014-06-30,7.31193E+11,6.14298E+11,6.04739E+11,2.00942E+11,3216,98.9,2.00942E+11
2014-09-30,7.37716E+11,6.20862E+11,6.1104E+11,2.02438E+11,3239,92.9,2.02438E+11
2014-12-31,7.46399E+11,6.27757E+11,6.1912E+11,2.03745E+11,3260,105.8,2.03745E+11
2015-03-31,7.50663E+11,6.3432E+11,6.23086E+11,2.0528E+11,3278,94.3,2.0528E+11
2015-06-30,7.58038E+11,6.37686E+11,6.30203E+11,2.08168E+11,3310,102.1,2.08168E+11
2015-09-30,7.66286E+11,6.50163E+11,6.41841E+11,2.10455E+11,3327,95.2,2.10455E+11
2015-12-31,7.73566E+11,6.56822E+11,6.45788E+11,2.12676E+11,3345,108.4,2.12676E+11
2016-03-31,7.80897E+11,6.58495E+11,6.48201E+11,2.1422E+11,3361,97,2.1422E+11
2016-06-30,7.87834E+11,6.69894E+11,6.65855E+11,2.16201E+11,3374,104.1,2.16201E+11
2016-09-30,7.90462E+11,6.68041E+11,6.56079E+11,2.18008E+11,3398,97.4,2.18008E+11
2016-12-31,7.97561E+11,6.75496E+11,6.66908E+11,2.20428E+11,3419,110.9,2.20428E+11
2017-03-31,8.06847E+11,6.86646E+11,6.71588E+11,2.22387E+11,3441,99.6,2.22387E+11
2017-06-30,8.14235E+11,6.86743E+11,6.75145E+11,2.24385E+11,3465,107.1,2.24385E+11
2017-09-30,8.25277E+11,6.97711E+11,6.88494E+11,2.26726E+11,3483,99.8,2.26726E+11
2017-12-31,8.32018E+11,7.02233E+11,6.91237E+11,2.29305E+11,3511,113.3,2.29305E+11
2018-03-31,8.38064E+11,7.06299E+11,6.96086E+11,2.32003E+11,3533,102.3,2.32003E+11
2018-06-30,8.45917E+11,7.15067E+11,7.06642E+11,2.34682E+11,3562,109.8,2.34682E+11
2018-09-30,8.50034E+11,7.16547E+11,7.04289E+11,2.38211E+11,3599,103.4,2.38211E+11
2018-12-31,8.55655E+11,7.20395E+11,7.08182E+11,2.40394E+11,3624,117,2.40394E+11
